,Title,Location,Price,description,Links
2609,Furnished room for rent,City of Toronto,$690.00,Available immediately Males only! Cozy furnished room with shared washroom. Share kitchen. $690 Please message me your number and I will call you. Great for working professionals or Humber College ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent/1532350113
2610,EGLINTON EAST / DANFORTH ROAD,City of Toronto,$500.00,"QUIET, CLEAN, LARGE ROOM FOR RENT, RIGHT NOW, ANY TIME. IT HAS A BALCONY TOO. CLOSE TO NO FRILLS FOOD STORE. CLOSE TO FOUR BUSES. TWO BUSES RUN ALL NIGHT. NOT FAR FROM KENNEDY SUBWAY, FIVE MINUTES BY ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/eglinton-east-danforth-road/1522108624
2611,Nice and Large Room for Dec 1st,City of Toronto,$610.00,"PLEASE READ COMPLETELY! If you see this ad, the room is available. Available for rent is 1 fully-furnished rooms for 1 single person in a 3-bedroom townhome in North York - one spacious room on the ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/nice-and-large-room-for-dec-1st/1533135542
2612,"DOWNTOWN, AVAIL NOW or DEC, FURN ROOM OWN BATH, WIFI",City of Toronto,$600.00,"Available now , Nov 1. or Dec 1 Located near Jarvis St. and Dundas St. East. 10 min walk to downtown Dundas Square (Eaton Centre) . 15 minutes by transit to Union Station or Bloor Station Private ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-avail-now-or-dec-furn-room-own-bath-wifi/1532643326
2613,Beautiful Furnished Room in Friendly Home with Sauna,City of Toronto,$875.00,"Welcome to our home! We are a couple of health-conscious, wellness-obsessed, biohackers and this is our co-living home! We are located between Sheppard Station (20 minute walk) and Bayview Village ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/beautiful-furnished-room-in-friendly-home-with-sauna/1532124045
2614,Room 4 Rent in the Heart of the City! Only $850 All Inclusive,City of Toronto,$850.00,"One Bedroom Available Dec 1st in 3Bdrm Studio Apt. 2nd floor level. Bright large room with high ceilings, lots of closet space!! Location: Adelaide and John St (Entertainment District) 5 minute ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-4-rent-in-the-heart-of-the-city-only-850-all-inclusive/1532504712
2615,Large clean room available Nov 18 Dundas and Bathurst,City of Toronto,$675.00,"Clean large room on the second floor at Dundas and Bathurst. Includes Wi-Fi, mini fridge, microwave, shared bathroom. Close to everything perfect for students. *** no kitchen*** *** no kitchen***",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-clean-room-available-nov-18-dundas-and-bathurst/1532348984
2616,Room for Rent in 3 bedroom appartment,City of Toronto,$950.00,Unit: 1 Room for rent in a shared 3-bedroom apartment Price: $950 per month (including utilities). WIFI is an additional $25 per month. Rent Control: Unit was used for residential purposes prior to ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-3-bedroom-appartment/1532348921
2617,Basement for rent,City of Toronto,PleaseContact,"Two bedroom basement for rent near ttc and plaza, only indian female students needed",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent/1532348765
2618,Renting a Private Room in Downtown Toronto !,City of Toronto,$850.00,"I am a French International Student looking for Male or Female (Student, working professional) roommate for November 1st. I'm renting this FURNISHED Private Master Bedroom that comes with a king size ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/renting-a-private-room-in-downtown-toronto/1532348349
2619,Room for Rent,City of Toronto,PleaseContact,"Room for Rent at 5 Vicora Linkway, North York. Close to two different bus routes, major food restaurants, Grocery stores and parks. Rent includes all utilities and amenities. First and last month’s ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532348119
2620,Room for rent your university 700,City of Toronto,$700.00,Nice big clean room near keel subway For student to York please messge or text if interested 6473604997 All inclusive wifi utility included .,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-your-university-700/1532346690
2621,"Condo rent sharing
Available from 1 November",City of Toronto,PleaseContact,"Hy, accommodation is available for 1 or 2 people if they can manage in the hall we can arrange a partition aswell OR 1 Gujarati girl who can share a room with other 2. It's luxurious condo with the ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/condo-rent-sharing-available-from-1-november/1532345977
2622,Room rental,City of Toronto,$375.00,"Shared accommodation available for 2 female students or working professionals in a bungalow in near Kingston road Scarborough, $375 including utlilities. 2 min walking to dollarama, Scotia bank, Tim ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-rental/1532345629
2623,ROOM SHARING (ALL INCLUSIVE) from Centennial/Lambton/PROGRESS/,City of Toronto,$350.00,STUDENTS WELCOME Description ROOM SHARING (ALL INCLUSIVE) from Centennial/Lambton/PROGRESS/ MUST READ...............................(ONE MALE ONLY) ROOM SHARING (ALL INCLUSIVE) from ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-sharing-all-inclusive-from-centennial-lambton-progress/1532344799
2624,Room for rent,City of Toronto,PleaseContact,"Room for rent on sharing basis $600 entire bedroom $1200 - 2 mins walk to Subway station -no frills in the building complex -fully furnished -utilities included heat,hydro, water and wifi -nice view ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532343296
2625,Downtown/Queen West bedroom for rent,City of Toronto,$850.00,"850$ bedroom in a two bedroom basement for rent near Ossington and Queen, for December 1st.",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-queen-west-bedroom-for-rent/1532342395
2626,Master bedroom for rent,City of Toronto,$900.00,Located in the heart of Corso Italia ♥️ Excellent rental choice for international students & working professionals. The room is fully furnished with a bed. - The house is in a beautiful neighbourhood ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bedroom-for-rent/1532342025
2627,251 Jarvis-Room for Rent-Jarvis and Dundas,City of Toronto,"$1,050.00",Looking to rent bedroom number #2 in a corner unit right in the heart of Downtown- Jarvis and Dundas What I am looking for: Someone who is clean and respectful Someone who loves dogs as I do have a ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/251-jarvis-room-for-rent-jarvis-and-dundas/1532341980
2628,Yonge-Sheppard house room for rent,City of Toronto,$800.00,"6 minutes walk to subway station, high class property, big window, double door closet, share washroom with another girl. Fully furnished, about 200sqft...... Close to bank shop library movie....",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/yonge-sheppard-house-room-for-rent/1532341001
2629,ROOM FOR RENT IN DUFFERIN GROVE,City of Toronto,$810.00,"seeking a roommate to fill this sunny bedroom! unit: 3 bedroom house price: $810 per month (Utilities included), plus first and last. wifi is additional $18.85 alongside rent move in date: Nov 01 or ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-dufferin-grove/1532340558
2630,Basement for rent,City of Toronto,"$1,250.00",Close to shopping malls no frills,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent/1532338663
2631,Room nearby Seneca college in condo,City of Toronto,$810.00,Hello everone .i have a room for rent in condo nearby seneca college at don mills and finch intersection .Room isn't sharing room and it's just for one person . im looking for someone who is KIND and ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-nearby-seneca-college-in-condo/1532338658
2632,Furnished Room(Den) in Downtown Toronto,City of Toronto,$950.00,Looking for someone to take over my roommate's fully furnished den. Room is furnished with a queen size bed and a small table. Washroom: Personal (Not Shared) Location: City Place -- Spadina/Fort ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-den-in-downtown-toronto/1532338146
2633,Room Across Seneca College!!,City of Toronto,PleaseContact,Basement room available starting December 1st across street from Seneca College Newnham Campus. Preference is for two female roommates. Other room in basement being occupied by brother and sister ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-across-seneca-college/1532337690
2634,LARGE ROOM FOR FEMALE  STUDENT or PROFESSIONALS! NOVEMBER!,City of Toronto,$700.00,"Large fully furnished room for female international students or professionals. Located at Old forest hill road. All utility includes water, hydro, unlimited highspeed internet, wireless charger and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-room-for-female-student-or-professionals-november/1532337540
2635,ROOM FOR RENT!!,City of Toronto,PleaseContact,"Room for rent available from October 30,with Seperate enterance , Share bathroom and Kitchen, Including Lundy ,utilities, Close to shoping plaza Five minutes to TTC, main intersection Duffrin and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532337282
2636,Looking for sharing 1BHK in Scarborough,City of Toronto,$800.00,"I am looking for roommates for 1BHK with all the facilities wifi,hot water heater,kings size bed ,all the required kitchen stuff and I am an tamil speaking indian and expecting the same and it is for ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-sharing-1bhk-in-scarborough/1532337168
2637,Downtown Toronto Room For Rent,City of Toronto,$750.00,"Females house Female only $750 First floor, large room with large window, and high ceilings $900 second floor with private balcony, large window and high ceiling -the room is very bright, and provide ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-toronto-room-for-rent/1532336633
2638,Rooms available for gujrati girls in a 3 bedroom apartment.,Mississauga / Peel Region,$450.00,"Rooms available on a sharing basis in a 3 bedroom penthouse (apartment) for gujrati girls ( students/ professional) from 1st November 2020. Nearby facilities:- Sunny food Mart, Albion mall, No Frills ...",https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/rooms-available-for-gujrati-girls-in-a-3-bedroom-apartment/1532336540
2639,Room For Rent,City of Toronto,$650.00,One big room for rent in newly-renovated basement. Bathroom shared with 1 other male tenant. Kitchen is shared with owner on the main floor. House location is at Scarborough Golf Club Road. Close to ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532336444
2640,"Master Bed Room Sharing (Thorncliffe, East York, Toronto)",City of Toronto,$350.00,"Furnished Master Bedroom is immediately available for sharing with two male room mates in our furnished apartment located in Thorncliffe Park Drive, East York (Toronto). Hydro, Internet/WIFI & Cable ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bed-room-sharing-thorncliffe-east-york-toronto/1532336322
2641,Fully furnished rooms - All included - Separate Entrance,City of Toronto,$800.00,"** FEMALE TENANTS ONLY** *** SERIOUS INQUIRIES ONLY PLS *** Fully furnished, all included , minutes to all amenities, separate entrance Short term or long term Sparkling clean, fully renovated , ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-rooms-all-included-separate-entrance/1532336001
2642,Room for rent in Scarborough. $620,City of Toronto,$620.00,"-looking for working professionals or students -clean, quiet beautiful house -no smoking -house first and last required -Shared bathroom , kitchen and laundry area's -in a family friendly ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-scarborough-620/1532334748
